set_id	pval	padj	log2err	ES	NES	size	leadingEdge	set_label	cell_type	contrast	analysis_role	ranked_genes	n_samples	n_donors	duplicate_correlation	comparison_FDR	global_primary_FDR	supportive_global_FDR	transition_global_FDR	record_type	dataset_version_id	region	cohort_partition	donor_id
axon_development	0.8	0.994750656167979	0.0401660980049421	-0.176397248371517	-0.886611878821844	308	CSF1R;TRPV2;NEFH;VASP;CDKL3;EVL;AFG3L2;NPTX1;JUP;NRXN3;NREP;LRP4;B4GALT6;ZPR1;PRKCQ;SEMA4D;NTNG2;MCF2;DSCAML1;JAK2;KIF5A;SHTN1;GSK3B;NLGN3;PPP3CB;DIP2B;EMB;NOTCH1;LIMK1;ENAH;ABL1;MAP3K13;ANAPC2;MYCBP2;PRKCA;BCL11A;SMURF1;ARHGAP4;PUM2;KALRN;COBL;TIAM2;CYFIP1;CNTN2;DCC;PLXNB2;MAG;SKIL;STK11;RAB3A;YTHDF1;CNTNAP1;FEZ2;WNT5A;CTNNA1;ZDHHC17;SEMA6B;ADCY10;SLIT3;SEMA3C;NMNAT2;DISC1;APLP1;SMN1;CTNNA2;ADGRB1;KIF21A;KIF13B;NRCAM;DSCAM;RTCA;BMPR2;SEMA7A;CYFIP2;EPHB2;GOLGA4;NRXN1;EPHB3;APOD;TRAK2;PTEN;CDK5R2;MAP1A;EPHB6;TENM4;ALCAM;DAG1;NTNG1;DHFR;GAP43;ARHGAP35;MAP1B;NEO1;USP33;PTPRJ;SEMA4C;MAP2;DCLK1;CDK5R1;OLFM1;TUBB2B;ECE1;SCN1B;RAB10;OLIG1;SLITRK5;SLIT2;TENM2;DNM2;NFASC	Axon development	Micro	C9_ALS_FTD_Frontal_minus_Occipital_transition	transition_background	14087	67	35	0.330833540620104	0.994750656167979			0.97243488475716	family_result				
protein_folding	0.872403560830861	0.994750656167979	0.0707899094502623	0.170971048209398	0.860539669727944	182	HSPA1L;CHCHD4;BAG1;HSP90AA1;PTGES3;HSPA4;CHORDC1;ST13;DNAJA1;CCT3;CCDC47;PBDC1;HSP90AB1;PFDN6;CRTAP;PPIH;DNAJB1;HSPH1;DNAJA4;NGLY1;BAG3;TRAP1;TCP1;HSPA1B;METTL21A;P3H1;DNAJB6;HSPA1A;PFDN5;PPID;HSPD1;HSPB1;HYPK;PDCD5;CDC37L1	Protein folding	Micro	C9_ALS_FTD_Frontal_minus_Occipital_transition	transition_background	14087	67	35	0.330833540620104	0.994750656167979			0.983302318563597	family_result				
mitochondrial_energy	0.994750656167979	0.994750656167979	0.0584693210386381	0.136633341237268	0.63554505770926	106	ABCD1;NDUFS2;NDUFC1;SDHD;NDUFB1;NDUFV3;RHOA;NUPR1;NDUFS1;CYCS;ATP5F1E;COX8A;NDUFS4;ISCU;ATP5MG;PINK1;UQCRB;COX6A1;ATP5MF;NDUFB5;ATP5F1B;UQCRC1	Mitochondrial energy	Micro	C9_ALS_FTD_Frontal_minus_Occipital_transition	transition_background	14087	67	35	0.330833540620104	0.994750656167979			1	family_result				
mitochondrial_energy	0.0000000001	0.0000000007		0.547723733621857	2.62951710066055	106	SLC25A33;NDUFB1;SLC25A51;COX6C;COX5A;UQCRB;NDUFS5;ATP5F1B;NDUFB2;COX7C;COX6A1;CYCS;COX7A1;ISCU;NDUFC1;COX5B;COX7A2;NDUFC2;NDUFV3;PARK7;ATP5PF;NDUFB9;COX4I1;NDUFA8;NDUFAF1;NDUFS8;ATP5PO;NDUFA13;ATP5MG;NDUFB11;ATP5F1D;C2orf69;NDUFA3;NDUFS1;UQCRQ;COX7B;ATP5MF;ATP5ME;UQCRH;UQCRC2;UQCRC1;ATP5PB;ATP5F1A;NDUFB4;COX6B1;NDUFB7;NDUFB3;NDUFB10;TNF;UQCC3;NDUFV2;ATP5IF1;NDUFA12;NDUFB8;NDUFA1;CHCHD2;NDUFA6;NDUFAB1;SIRT3;SDHAF2;CYC1;UQCRFS1;ATP5PD;NDUFS2;NDUFB6;GHITM;NDUFA5;ATP5F1E;NDUFA2;COX8A	Mitochondrial energy	Micro	C9_ALS_FTD_vs_Ctrl_Frontal_transition	transition_background	14087	67	35	0.330833540620104	0.0000000007			0.00000000095	family_result				
small_GTPase	0.00000460209582470095	0.0000161073353864533	0.610526878385931	-0.31563705410847	-1.67674139379594	408	ARHGAP6;FAM13A;CCDC125;ARHGDIB;GIT2;ELMO1;RAPGEF1;SOS2;RALGPS1;RALGAPA2;FGD3;ARAP1;AUTS2;F11R;FGD4;SH3BP1;RHOG;ARHGEF2;WAS;PREX1;TIAM2;RAB12;ARHGAP22;LRRK2;AKAP13;ECT2;SHTN1;DOK1;PLEKHG1;CCDC88A;ARHGAP19;RHOQ;CDKN2A;ARRB1;NF1;SIPA1L1;DOCK7;RIN2;DOCK2;ITSN1;PSD3;AIF1;MICALL2;ARHGAP15;SPRY1;ARHGEF11;GNA12;CDC42SE2;RASGEF1C;DOCK11;TRIO;MCF2L;MAPRE2;FLCN;FBP1;RGL2;RB1;ARHGEF12;EPHB2;ROCK1;CDC42SE1;SOS1;ARHGAP11A;SIPA1L2;RALBP1;RAB4B;ARHGAP5;CD2AP;ARHGEF7;ARHGEF40;DVL3;SRGAP3;ABR;ARHGAP24;ARHGAP32;PLD2;CYFIP1;OGT;EPS8;DAB2IP;CYTH1;MCF2;MYO6;ARHGAP27;RACGAP1;DOCK10;DENND3;TSC2;STAMBP;RHOBTB1;RASGRP2;PRAG1;ADGRG1;GARNL3;PICALM;SIPA1;RALGPS2;FBXO8;ABCA1;RAB35;SPATA13;SYNGAP1;DBNL;DOCK8	Small GTPase	Micro	C9_ALS_FTD_vs_Ctrl_Frontal_transition	transition_background	14087	67	35	0.330833540620104	0.0000161073353864533			0.0000185478407480372	family_result				
protein_folding	0.0000144774277281151	0.0000337806646989351	0.593325476396405	0.336923530414078	1.75194759074727	182	PFDN2;HSPA9;CCT2;FKBP1A;DNAJB11;HSPA1L;DNAJC3;HSP90AB1;TUBA1A;CCT3;HSPA2;CCDC47;PDIA3;CHCHD4;PDIA6;HSPA13;TBCA;HSPA4;PDCL3;TCP1;HSPD1;VBP1;NUDCD3;PPIA;DNAJC10;CCT6A;HSPA5;ST13;TRAP1;PFDN6;TXNDC5;DNAJC2;SELENOF;CDC123;CCT8;PFDN5;COX14;DNAJA1;PFDN1;COA3;BAG1;CANX;CRYAB;PBDC1;HSP90AA1;PFDN4;HSP90B1;HSPBP1;RANBP2;TBCB;SDF2;DNAJA2;PPIB;PPIH;LMAN1;NUDCD2;PTGES3;DNAJC7;CCT4;HYPK;HSPE1;ZPR1;CHORDC1;CSNK2A1;MESD;PPIL2;P3H1;ERP29;PPID;NUDC;HSPH1;SDF2L1;TBCC;CCT5	Protein folding	Micro	C9_ALS_FTD_vs_Ctrl_Frontal_transition	transition_background	14087	67	35	0.330833540620104	0.0000337806646989351			0.0000550142253668372	family_result				
protein_stabilization	0.0956918396502322	0.142079207920792	0.287805130535564	0.228394757714614	1.20254044423096	191	PFDN2;ATP1B1;CCT2;URI1;PLPP3;SPAG1;HSP90AB1;TUBA1A;CCT3;DNAAF2;PPARGC1A;PYHIN1;OTUD3;PDCL3;TCP1;RUVBL1;GAPDH;HSPD1;VBP1;CCT6A;GTPBP4;SUMO1;PFDN6;TNIP2;SMAD3;ATP1B2;RTN4;TAF9;CCT8;RABL3;EPHA4;PFDN5;PFDN1;TESC;BAG1;CRYAB;STUB1;HSP90AA1;PARK7	Protein stabilization	Micro	C9_ALS_FTD_vs_Ctrl_Frontal_transition	transition_background	14087	67	35	0.330833540620104	0.142079207920792			0.176764092687235	family_result				
heat_response	0.101485148514851	0.142079207920792	0.222056046145248	0.284052158610177	1.26758382912035	74	YWHAE;PDCD6;HSP90AB1;HSPA2;EIF2S1;EIF2B3;ATR;SUMO1;DNAJC2;SOD1;DNAJA1;EIF2B4;CRYAB;STUB1;HSBP1;HSP90AA1;FGF1;DNAJA2	Heat response	Micro	C9_ALS_FTD_vs_Ctrl_Frontal_transition	transition_background	14087	67	35	0.330833540620104	0.142079207920792			0.184897599348976	family_result				
synapse_junction	0.123268698060942	0.143813481071099	0.14641623786055	-0.21757597531394	-1.14011600836926	356	ARHGAP6;TLR2;DUSP22;ELMO1;RAPGEF1;SDK1;TSC1;NPHP4;F11R;SH3BP1;RHOG;TLN2;FER;PECAM1;PEAK1;ECT2;SRGAP1;PKN2;ABI3;RAB29;GHRL;MYCBP2;PLXND1;MMP14;MICALL2;CORO1C;DNM3;MACF1;SNCA;PTEN;CLASP2;FLCN;TLN1;RCC2;VLDLR;DSCAM;EPHB2;PRKCH;ROCK1;TESK2;CDH26;PLXNA2;IKBKB;HIPK1;ARHGEF7;PLXNA1;SRGAP3;ARHGAP32;OGT;ZDHHC2;PTK2B;CDHR3;DOCK10;GABRA3;CRIPT;CLASP1;DLG1;EPB41L3;STAU2;RTN4RL1;DBNL;LIN7B;NTNG2;PLXNB2;PRKACA;MEF2C;ADGRL2;JUP	Synapse/junction	Micro	C9_ALS_FTD_vs_Ctrl_Frontal_transition	transition_background	14087	67	35	0.330833540620104	0.143813481071099			0.221550497866287	family_result				
axon_development	0.772881355932204	0.772881355932204	0.0840745577910723	0.165015454974212	0.923890674540939	308	TENM1;PTPRJ;ITGA4;PLP1;PRKG1;FLRT3;GPM6B;CNTN6;EFNB3;TUBB3;RTN4RL2;NEXN;CCK;FGF13;RTN4;FEZ1;CHN1;MAP2;CDK5;PTN;TNFRSF21;PRICKLE1;ATL1;EPHA4;APOD;C12orf57;OLFM1;EPHA6;B4GALT5;NRP1;SIAH1;NTRK2;APLP1;PGRMC1;PRKCQ;PLXNC1;EFNA5;S100A6;GDI1;SLC9A6;PAK3;APP;PTK2;EPHA3;RELN;CASP3;ACTB;ACTG1;SEMA6A;FZD3;FYN;LGI1;CTNNA2;NOVA2;RAC1;SPP1;THY1;CNTN1;KIF5C;KIF5A;PTPRS;CRTAC1;RTN4R;LGR6;UNC5A;NCAM1;SLITRK5;NFIB;MAPT;LYPLA2;PARD3;ZPR1;NMNAT2;KIAA0319;DPYSL5;MAP1B	Axon development	Micro	C9_ALS_FTD_vs_Ctrl_Frontal_transition	transition_background	14087	67	35	0.330833540620104	0.772881355932204			0.97243488475716	family_result				
mitochondrial_energy	0.00000105682351196208	0.00000739776458373458	0.643551836150722	0.448420011966054	2.07129502055963	106	SLC25A33;UQCRFS1;COX7A1;NDUFS5;NDUFAB1;NDUFS3;COX6C;C2orf69;NDUFA2;NDUFS6;COX7A2L;COX4I1;COX5B;SLC25A51;COX7A2;NDUFA8;ATP5PF;NDUFB2;TEFM;PARK7;NDUFB3;COX7C;NDUFC2;NDUFA7;ATP5F1A;ATP5ME;TNF;NDUFA3;COX7B;UQCRQ;ATP5F1D;UQCC3;COX5A;NDUFA9;SDHB;NDUFS8;ATP5IF1;NDUFA13;NDUFB8;SDHA;UQCR10;UQCRC2;DGUOK;PPIF;UQCRB;NDUFB1;ATP5PB;NDUFB4;ATP5F1B;NDUFB7;CHCHD2;NDUFA6;NDUFB9;STOML2;ATP5PO;NDUFA11;COX6A1;NDUFB11;NDUFA12;UQCRH;NDUFB6;NDUFV2;UQCC2;NDUFA1	Mitochondrial energy	Micro	C9_ALS_FTD_vs_Ctrl_Occipital_transition	transition_background	14087	67	35	0.330833540620104	0.00000739776458373458			0.00000501991168181989	family_result				
protein_folding	0.000018469583818119	0.0000646435433634165	0.575610261071129	0.346736756396876	1.75281083228382	182	DNAJB11;CCT6A;DNAJC10;ZPR1;PFDN1;PDIA6;PDIA5;PDIA3;PFDN2;DNAJA2;TBCA;HSP90B1;NUDCD3;SELENOF;RIC3;DNAJC3;NUDCD2;CANX;PPIL2;CDC123;FKBP1A;DNAJC7;LMAN1;HSPA9;SACS;CCT2;TBCB;CD74;PPIL1;TXNDC5;CSNK2A1;HSPA5;ERP27;HSPA13;CRYAB;RUVBL2;CCT5;PPIA;COA3;PDCL3;CCT7;MESD;DNAJC2;PPIB;PPIE;PDIA2;SIL1;SDF2;DNAJA3;BAG5;DNAJC25;VBP1;CCT4;HSPA2;HSPBP1;TTC1;SDF2L1;UGGT1;PPIF;CALR;AHSA1	Protein folding	Micro	C9_ALS_FTD_vs_Ctrl_Occipital_transition	transition_background	14087	67	35	0.330833540620104	0.0000646435433634165			0.0000682348513280508	family_result				
small_GTPase	0.000480786706336961	0.00112183564811958	0.49849310876659	-0.27325850525236	-1.46137526011952	408	ABCA1;ITSN1;FAM13A;SOS2;SIPA1L1;CYTH1;GIT2;ARHGAP6;RACGAP1;ARAP1;NOTCH2;RALGAPA2;AKAP13;RAPGEF1;RHOQ;CCDC88A;RASSF1;F11R;MAPRE2;ARRB1;RASA4;ARHGEF2;RASGRP4;MADD;RAPGEF4;FGD4;LRRK2;PIK3CG;MYO9B;DVL2;ROCK1;WAS;FLCN;CHML;ECT2;SOS1;AUTS2;ELMO1;DOCK5;SYNGAP1;RIN2;SWAP70;DOCK7;PLEKHG1;RAB21;ARHGAP10;RALBP1;DOK1;DOCK11;STAMBP;MRAS;TRIO;ARHGEF40;FBXO8;CCDC125;RHOBTB1;IQSEC2;RASGEF1B;RASA4B;CDKL5;ARHGAP22;DAB2IP;RAF1;RHOA;FGD3;PICALM;ARHGAP11A;CHN2;ARHGAP30;SIPA1;PREX1;SQSTM1;RAP1GAP2;SHOC2;RHOG;RGL2;CXCL13;ARHGAP15;ARHGAP5;ARHGEF11;RRAS;DENND4C;NF1;ARHGAP32;OPHN1;TNFAIP1;RAP1B;APOE;ARFGEF1;MYO6;RASGRP3;ARHGDIB;RASAL3;GABARAP;TIAM2;PLD1;RALGPS2;DENND1A;CYTH2;ARHGAP11B;RGL3;CHORDC1;TNK2;DNMBP;GNA13;SGSM3;TSC2;DBNL;RABIF;RASL10A;LZTR1	Small GTPase	Micro	C9_ALS_FTD_vs_Ctrl_Occipital_transition	transition_background	14087	67	35	0.330833540620104	0.00112183564811958			0.00148708446378641	family_result				
protein_stabilization	0.256926952141058	0.449622166246851	0.135740943810425	0.214919245158834	1.09027306765024	191	URI1;ANK2;CCT6A;GTPBP4;TESC;TNIP2;RABL3;PFDN1;PFDN2;MTOR;SEC16A;COG3;PER3;PML;NAPG;PIK3R1;ATP1B1;CTNND1;CCT2;CD74;STXBP4;CSNK2A1;SMAD3;PIM1;OTUD3;CRYAB;PARK7;MDM4;RUVBL2;CCT5;PDCL3;CCT7;PYHIN1;PPIB;NAA15;TRIM37;PFN2;RUVBL1;SAV1;DNAJA3;BAG5;VBP1;EPHA4;CCT4;GAPDH;CALR;CHP1;USP7;CCT8;USP19;TTI2;HCFC1;SUMO1	Protein stabilization	Micro	C9_ALS_FTD_vs_Ctrl_Occipital_transition	transition_background	14087	67	35	0.330833540620104	0.449622166246851			0.412928637627433	family_result				
heat_response	0.426048565121413	0.55674709562109	0.0934449219410994	0.232629336746632	1.01256110197128	74	MTOR;ATR;DNAJA2;EIF2S1;YWHAE;TRPV1;IL1A;DNAJC7;PDCD6;CRYAB;HIKESHI;EIF2B3;DNAJC2;HSF1;SOD1;TRPM2;DNAJA3;DAXX;DHX36;HSPA2	Heat response	Micro	C9_ALS_FTD_vs_Ctrl_Occipital_transition	transition_background	14087	67	35	0.330833540620104	0.55674709562109			0.621056349081777	family_result				
axon_development	0.477211796246649	0.55674709562109	0.0982123351217438	0.184590364257975	0.998039140002788	308	PTPRJ;PRKCQ;ZPR1;KIF5A;PRKCA;APOD;APLP1;ENAH;BCL11A;MAP2;SEMA6B;SKIL;VASP;TNFRSF21;B4GALT6;CTNNA2;CHN1;NMNAT2;OLFM1;SMURF1;SMN1;GOLGA4;NEXN;GPM6B;NRP1;CDKL3;CNTN6;TUBB3;RAB3A;PTK2;PGRMC1;AFG3L2;LGR6;NEFH;ACTG1;SEMA4D;FEZ1;B4GALT5;DCC;NOVA2;MAP1B;KALRN;GAP43;SLITRK5;SCN1B;CCK;LRP4;SLIT3;CYFIP2;PTN;CNTN1;PLP1;FLRT3;NREP;CTTN;NRXN1;NTRK2;NPTX1;PPP3CB;KIF5C;CDK5R2;EPHA4;NFIB;THY1;WNT5A;KIF21A;S100A6;NTNG1;FZD3;PAK3;NLGN3;MAG;SLITRK4;ACTB;CHODL;ARHGEF25;ABL1;EPHB3;DCLK1;PTPRS;EPHA5;ZDHHC17;NRXN3;GDI1;SEMA7A;NOTCH1;ITGA4;EPHA7;DISC1;ZFYVE27;LIMK1;CNTNAP1;ROBO2;C12orf57;ANK3;ECE1;MAP1A;NEUROD6;SLITRK1;NCAM1;PUM2;SPP1;YTHDF1;VIM;RTCA;CNTN4;TENM2;CDK5R1;JUP;PRKG1;FYN;TRPV2;TRAK2;EPHA3;RAB10;MAPT;KIAA0319;NELL2	Axon development	Micro	C9_ALS_FTD_vs_Ctrl_Occipital_transition	transition_background	14087	67	35	0.330833540620104	0.55674709562109			0.675203924476642	family_result				
synapse_junction	0.796502384737679	0.796502384737679	0.0455878202571231	-0.168713711664812	-0.895719809288367	356	CDH26;CORO1C;ARHGAP6;PECAM1;DNM3;RAPGEF1;VLDLR;F11R;ZDHHC2;PKN2;SLC39A9;RAB13;TSC1;PEAK1;CLASP1;FBF1;EFNB2;ROCK1;FLCN;TESK2;GABRA3;ECT2;ELMO1;CC2D1A;PLXND1;DUSP22;CDHR3;PTK2B;RTN4RL1;PLXNA2;CLASP2;PPM1F;MACF1;TLR2;DLG1;POLDIP2;IQSEC2;GHRL;SRGAP1;HIPK1;PIP5K1C;LDB1;NPHP4;ZNF703;RHOA;PPP1R9B;FER;SDK1;SLK;PAK2;RHOG;EPB41L3;SEMA4A;ARHGAP32;PLXNA1;OPHN1;PCLO;WHAMM;ABI3;RAP1B;DST	Synapse/junction	Micro	C9_ALS_FTD_vs_Ctrl_Occipital_transition	transition_background	14087	67	35	0.330833540620104	0.796502384737679			0.97243488475716	family_result				
heat_response	0.252927400468384	1	0.131457611642763	0.267605711130767	1.11201234470593	71	IGF1;TPR;MAPT;DNAJB1;HMOX1;LRP11;DNAJA2;DNAJC2;HSP90AA1;EIF2S1;STUB1;IER5;ATM;TRPV1;BAG3;HSPA2;DHX36;MAPKAPK2;ATR;MAP2K7;EP300	Heat response	OPC	C9_ALS_FTD_Frontal_minus_Occipital_transition	transition_background	17846	72	37	0.36347345044934	1			0.412928637627433	family_result				
mitochondrial_energy	0.582914572864322	1	0.0625237414724762	-0.221395153256918	-0.954852042823468	108	NDUFB5;NDUFA7;RHOA;PPIF;NDUFV2;ETFRF1;NDUFB7;ABCD1;NDUFA1;UQCRHL;ATP7A;C2orf69;NDUFA3;SDHC;DGUOK;NDUFA8;NDUFB10;NDUFS3;UQCRC1;SLC25A51;COX6B1;UQCR10;NDUFS1;NDUFC1;NDUFV3;NDUFA5;GHITM;NDUFC2;NDUFS2;CHCHD2;PARK7;SDHAF2;COX7A2L;COX7B;UQCR11;ATP5PF;ATP5F1A;ATP5F1D;UQCC3;NDUFB9;ATP5IF1;SDHA;ATP5PO;NDUFS6;NDUFA10;COX4I1;COX5A;SDHD;NDUFB4;COX5B;ATPSCKMT;COX7A2;NDUFV1;ATP5PD;NDUFS7;COX7C	Mitochondrial energy	OPC	C9_ALS_FTD_Frontal_minus_Occipital_transition	transition_background	17846	72	37	0.36347345044934	1			0.775276381909548	family_result				
small_GTPase	0.781437125748503	1	0.0437125833579551	-0.176303491037327	-0.903301622163657	414	RHOC;RAB38;FNTA;PLEKHG4B;PRAG1;TGFB2;RACGAP1;FBXO8;CCDC88C;RHOA;MFN2;ARHGAP28;DBNL;CDC42EP3;RAB4B;SWAP70;RAP2A;FGF2;RRAS2;RAB21;ARHGAP27;ARHGEF25;KBTBD7;ARHGAP11B;RAP1GAP;ARHGAP18;STARD13;CRKL;PREX2;SRC;ARRB1;AUTS2;OGT;FARP1;PSD2;PLD1;ARHGEF7;ARHGEF17;LAMA1;RAF1;RIT1;MYO9A;HEG1;CYTH3;LAT;ADCYAP1R1;RDX;ARHGEF9;SLIT2;PSD4;PIK3CB;CYTH1;RAB9A;GRB2;RND2;RASIP1;CD2AP;RALGPS1;RALGAPA2;CFL1;ARHGDIA;SGSM3;DOCK5;TNK2;LRP4;CDKL5;TNS3;ECT2;MADD;CUL3;MCF2;CSNK1E;FAM13A;BCAR3;MAP4K4;PLCE1;ARHGAP33;EPS8L2;RHOJ;PKP4;RAB18;ADGRG1;NKIRAS1;DENND3;GABARAP;FGD3;MYO6;RAPGEFL1;PLEKHG5;DIRAS3;ARFGEF2;DENND4A;CYFIP1;RASGRP1;KANK1;ARHGAP44;RSU1;PREX1;VAV2;HRAS;GRAP2;SNTA1;RAPGEF4;NUP62;ARHGEF1;RAP2B;RAB33A;PARK7;RALB;LRRK2;TP53;ARHGEF11;DOCK9;RASGRP3;OPHN1;RASSF1;DOCK4;RAPGEF1;RAPGEF5;NISCH;GIPC1;CELSR1;ARHGEF10;PDPN;DAG1;CDKN2A;ARFIP2;ARHGAP31;ITSN1;TSC2	Small GTPase	OPC	C9_ALS_FTD_Frontal_minus_Occipital_transition	transition_background	17846	72	37	0.36347345044934	1			0.97243488475716	family_result				
protein_stabilization	0.835579514824798	1	0.0681513438679483	0.174248141422507	0.86392700798351	201	IGF1;GLMP;PIM2;STK4;RABL3;PEX6;DBR1;SYVN1;BAG1;MORC3;TTI1;PAQR4;PRKCD;EPHA4;LAMP2;PLPP3;USP19;CAMLG;CEP63;USP9X;HSP90AA1;STUB1;WFS1;UBE2B;EHMT1;PIN1;TAF9B;BAG4;CSNK2A1;ATM;MUL1;BAG3;CREB1;CCT3;CHP1;CCNH;CTNND1;AKT2;MAPK8IP3;TMC6;BAG2;VHL;EP300;PTGES3;MCM8;UXT;CLU	Protein stabilization	OPC	C9_ALS_FTD_Frontal_minus_Occipital_transition	transition_background	17846	72	37	0.36347345044934	1			0.97243488475716	family_result				
protein_folding	0.996865203761755	1	0.034566432206351	-0.145090533787408	-0.681955151302752	189	HSPA14;GFER;FKBP1A;CCT6B;HSPA13;POFUT2;FKBP10;NUDCD2;PDIA2;CCT4;ZPR1;PPIF;PDIA6;DNAJC4;FKBP4;DNLZ;CDC37L1;PFDN6;PPIH;DNAJC7;MPDU1;DNAJB4;PPIL3;LTBP4;GRPEL2;KHSRP;RIC8B;ENGASE;P3H1;ATF6;TCP1;NFYC;NUDCD3;DNAJB11;LMAN1;PFDN1;CANX;COA3;SELENOF	Protein folding	OPC	C9_ALS_FTD_Frontal_minus_Occipital_transition	transition_background	17846	72	37	0.36347345044934	1			1	family_result				
axon_development	1	1	0.0633597010643758	0.141184918941187	0.744162862214801	352	CHRNB2;NRDC;PRKG1;SKIL;NEUROD6;TRPC5;ARHGEF40;SVBP;CDHR2;PLXNB3;SHH;EFNB2;EFNB1;EVL;EFNA3;CNTN5;CHODL;EFNA2;PLXND1;MAPT;LYPLA2;KALRN;SPG11;FLRT3;MAP3K13;MYOT;PITPNA;EPHA4;GDNF;SPTBN4;MACF1;SEMA3C;GOLGA4;SPP1;BMPR2;APLP1;RELN;BAIAP2;ARHGAP35;PTPRS;ABL1;USP9X;APOE;CYFIP2;BOC;ADAM17;RTN4RL1;ENAH;B4GALT5;KIF5A;ATL1;GAP43;MAPK8IP3;EPHB6;WNT7B;PRKCQ;LMO4;TIAM1;EPHA6;EFNA5;DNM2;MAP7D2;VASH2;EPHA3;KIAA1755;C9orf72;FEZ2;TENM3;EPHA5;APP	Axon development	OPC	C9_ALS_FTD_Frontal_minus_Occipital_transition	transition_background	17846	72	37	0.36347345044934	1			1	family_result				
synapse_junction	1	1	0.0321428397352941	-0.139878252172853	-0.717541498896571	417	RHOC;PDZD11;HAPLN4;RAMP2;PRKACA;RHOA;SNAI2;RAB29;PARD6B;NPHP1;DBNL;CORO2B;RAP2A;DVL1;PCDHB11;WDR1;THBS2;NTNG2;CRKL;FRMPD2;ASIC1;SRC;OGT;PLXNA2;UBE3B;FARP1;GABRB2;PLEC;ARHGEF7;SLC12A5;KIRREL3;NRXN3;UBE2M;CLDN11;MYO9A;CDH3;SDK1;BDNF;PCDHB14;PTK2;PDLIM5;SLC39A9;ARHGEF9;PTK2B;DUSP3;PCDHB16;GABRA1;VEGFA;FSCN1;TRIP6;CFL1;PATJ;PPM1F;LIN7C;CDH11;HIPK1;CARMIL3;TAOK2;GABRG2;LRP4;GRIA1;PCLO;ECT2;MPP7;CORO1C;UGT8;WNT7A;MAP4K4;MDGA1;ARHGAP33;GJA1;PKP4;SFRP1;NUMBL;PTEN;NLGN2;AMIGO1;ACTB;CAV1;ITGB4;TLR2;CDH9;DUSP22;SLITRK3;LIMCH1;GABRA4;C1QL2;CDH19;CLSTN1;PLXNA3;SLITRK4;EPHB1;NECTIN1;CLDN1;CUL5;COL16A1;PLXNB2;FGFR1;ACTG1;IGSF11;RCC2;ANK2;NCKIPSD;LZTS1;OPHN1;DOCK4;RAPGEF1	Synapse/junction	OPC	C9_ALS_FTD_Frontal_minus_Occipital_transition	transition_background	17846	72	37	0.36347345044934	1			1	family_result				
mitochondrial_energy	0.0000000001	0.0000000007		0.530765068371509	2.46043819737708	108	UQCRB;NDUFB1;NDUFAB1;NDUFB2;SLC25A33;UQCRQ;ATP5ME;CYCS;ATP5MF;COX6A1;UQCRH;COX7C;COX6C;UQCR11;COX7A2L;NDUFS5;TEFM;COX7A2;NDUFB9;NDUFC2;UQCRFS1;NDUFA6;ATP5F1E;NDUFA12;ATP5IF1;NDUFAF1;ATP5PF;COX4I1;ATP5PD;ISCU;COX5A;ATP5MG;NDUFB3;CYC1;DNAJC30;NDUFB8;COX8A;UQCR10;NDUFS6;COX6B1;COX5B;NDUFA13;CHCHD2;NDUFA1;ATP5F1D;COX7B;NDUFA2;NDUFB11;NDUFA3;GHITM;SIRT3;NDUFS8;NDUFA11;ATP5PO;PPIF;SDHB;SHMT2;NDUFA8;ATP5F1B;ATP5PB;ATP5F1C;NDUFB4;SDHD;NDUFS3;NUPR1;DGUOK;COX7A1;NDUFA5	Mitochondrial energy	OPC	C9_ALS_FTD_vs_Ctrl_Frontal_transition	transition_background	17846	72	37	0.36347345044934	0.0000000007			0.00000000095	family_result				
