set_id	pval	padj	log2err	ES	NES	size	leadingEdge	set_label	cell_type	contrast	analysis_role	ranked_genes	n_samples	n_donors	duplicate_correlation	comparison_FDR	global_primary_FDR	supportive_global_FDR	transition_global_FDR	record_type	dataset_version_id	region	cohort_partition	donor_id
protein_folding	0.000102002099891539	0.000238004899746923	0.538434096309916	-0.327254430624318	-1.64871336442172	209	APLF;PPIF;PPIL3;TBCEL;HSPD1;DNAJC4;PPIL1;RIC3;HSPA1L;CDC37;PPID;PFDN4;PDCL3;ZPR1;TTC1;PBDC1;TSC1;RANBP2;PDRG1;CDC123;UNC45B;CCT2;DNAJC25;HSPA6;HSPA9;PDIA6;HSPE1;ST13;PPIA;PFDN1;PFDN2;TCP1;ALG12;AHSA1;CCT8;DNAJA1;SDF2;UNC45A;PDCD5;VBP1;FKBP4;CLGN;HSPA4L;NAA10;MOGS;METTL21A;HSPA1A;DNAJB13;HSPA8;DNAJA3;CCT3;MPDU1;NUDCD2;CHORDC1;FKBP6;COA3;CRYAB;TUBA1A;ERP29;QSOX1;NUDC;TBCC;HSPA4;PFDN6;COX14;TOR1A;HSP90AA1;GFER;CCT7;TBCA;BAG1;DNAJC18;CMC1;FKBP9;HSP90AB1;DNLZ;MESD;CCT6A;PTGES3;CHCHD4;PPIG;CLU;HSPH1;PTGES3L;GRPEL1;WIPF1;CCT4;WDR83OS;TXNDC5;BAG5;DNAJC2;PFDN5;DNAJB5;HSPB2;DNAJB6;DNAJB11	Protein folding	Exc	C9_FTD_Frontal_minus_Occipital_interaction	regional_interaction	28949	71	37	0.453440254563402	0.000238004899746923		0.000391240931090833		family_result				
synapse_junction	0.000168029468985183	0.00029405157072407	0.518848077743792	0.271645014473018	1.46937051515674	480	PKP2;CDH13;GJA1;CDH5;EEF2K;PARD3;AMOT;FAM107A;GRID2;FZD1;CLDN5;CDH3;LRRC4B;C1QL2;TEK;CDH20;SDK1;TBX5;GJA4;GPC4;JUP;ERBB4;WDR1;PLXND1;CUX2;SDC4;VLDLR;NRXN2;CDH18;PEAK1;NLGN4X;AKAP5;LZTS1;DOCK10;CNTN5;IGSF11;NECTIN3;ACVRL1;MARVELD2;MEF2C;AGT;ARHGAP6;RHOC;ZNF703;EPHB2;SLITRK4;MPP7;SDC2;PCDHB5;MDGA1;LIN7A;GABRA4;SLC39A9;BCR;SRPX2;PECAM1;WNT3A;CRKL;SHANK2;PLXNB3;PKP4;PTPRO;LATS1;ICAM5;ASIC1;F11R;SLITRK5;PIP5K1A;GABRA3;ITGA6;GABRE;LRRTM2;NLGN3;MAPT;PPM1F;IL1RAPL1;NPHP1;SMAD3;TJP1;TAOK2;ADGRL2;TESK2;CARMIL3;FZD5;PTPRS;OXT;PTPRK;GNA13;NPTX1;SRGAP1;APLNR;PKP1;PRKCH;IQSEC2;EPHA7;ASIC2;PRKCA;DAG1;GABRB3;CRMP1;RTN4RL2;HOPX;CLASP1;ACE;CDH22;SRC;ABL1;LRRTM4;S1PR2;NRP1;AMIGO1;NEGR1;DRD2;LRFN4;PTPN13;DRD1;RELN;ROCK1;RTN4RL1;LIN7C;RHOD;FLCN;THBS1;CC2D1A;NTRK3;CPEB3;DUSP22;ADNP;SLITRK3;KIRREL3;GABRA2;LSAMP;SETD5;PDLIM5;CSMD2;RAP1B;CRK;GABRB2;MYO9A;NRXN1;ILDR1;PCDHB11;TRIP6;LHFPL4	Synapse/junction	Exc	C9_FTD_Frontal_minus_Occipital_interaction	regional_interaction	28949	71	37	0.453440254563402	0.00029405157072407		0.000627310017544682		family_result				
axon_development	0.00122561697677668	0.00171586376748735	0.45505986738723	0.274642827102295	1.45244991253584	388	ITGA4;NEUROD1;VIM;EPHA6;SEMA3C;UNC5B;FAT4;PARD3;FGFR2;EFNB1;LRRC4C;SLIT2;ADAM17;DRAXIN;APOE;JUP;PLXND1;CNTN6;PRKG1;EPHA4;EPHA8;MGARP;POTEF;PLPPR4;ALCAM;ANOS1;PALLD;CNTN5;GLI2;MARK2;EPHB2;SLITRK4;SEMA3F;ARHGAP35;SMO;FIGNL2;GDNF;TENM2;SHTN1;PLXNB3;PTPRO;GRM7;FZD3;SLITRK5;RAB10;SIPA1L1;SEMA6D;TIAM2;NLGN3;NOVA2;MAPT;DNM2;SEMA5A;NFIB;BSG;HMCN2;PAK3;KLF7;CELSR3;BAIAP2;CASP3;TAOK2;STK11;NRP2;ANK3;CDK5R1;ROBO1;SOS1;SPTBN4;PTPRS;METRN;CNTN1;EFNA1;TENM1;NPTX1;TNR;TIAM1;WNT7B;SEMA4G;EPHA7;PRKCA;DAG1;RTN4RL2;RUFY3;SHOX2;TRAK2;ABL1;PAX2;NRP1;AMIGO1;SEMA6A;DRD2;KIAA1755;RELN;MAP1S;BRSK2;RTN4RL1;BHLHE22;SIN3A;CELSR1;SLIT3;ADNP;USP9X;SLITRK3;NTNG1;CDK5R2;BMPR2;EDN3;JAK2;EPHA10;SEMA6B;KIF13B;NRXN1;TUBB2B;GDI1;ARHGEF40;PLXNC1;TNFRSF21;NOTCH3;SMN2;MMP2;MAP6;YTHDF1;ADCY10;PTEN;NCAM1;TENM4;PTN;CYFIP1;AUTS2;ISLR2;CRTAC1;SEMA7A;VASH2;WNT5A;PUM2;OPHN1;UNC5D;NTRK1	Axon development	Exc	C9_FTD_Frontal_minus_Occipital_interaction	regional_interaction	28949	71	37	0.453440254563402	0.00171586376748735		0.00369002960749967		family_result				
protein_stabilization	0.0248649778588911	0.0290091408353729	0.352487857583619	-0.250153907425968	-1.26655479036539	217	SAXO1;ZSWIM7;HSPD1;MYCNOS;C10orf90;STX12;HIP1R;HERC2;USP19;CDC37;OTUD3;GTPBP4;RPAP3;PDCL3;ATP1B3;TSC1;PDRG1;HPS4;TBRG1;WDR81;CCT2;DNAAF2;PARK7;PINK1;GET1;TAF9B;TESC;RTN4;PFDN1;PFDN2;PAQR4;TCP1;A1CF;FBXW7;TMC6;PFN2;CCT8;PIH1D1;RABL3;UBE2B;PDCD10;TAF9;SWSAP1;VBP1;TMC8;SYVN1;URI1;HSPA1A;PPP1R10;RUVBL1;NAPG;DNAJA3;GLMP;UXT;CCT3;NAA16;COA8;PYURF;USP33;CTNND1;CRYAB;TUBA1A;PFDN6;PIK3R1;CEP63;HSP90AA1;TRIM37;SUMO1;CCT7;AAK1;BAG1;PIH1D2;HSP90AB1;DNLZ;CHEK2;GPIHBP1;CCT6A;PTGES3;POLR2E;NOP53;GAPDH	Protein stabilization	Exc	C9_FTD_Frontal_minus_Occipital_interaction	regional_interaction	28949	71	37	0.453440254563402	0.0290091408353729		0.052150134448944		family_result				
heat_response	0.491452991452991	0.491452991452991	0.0835990603684159	-0.223307740919996	-0.97637484159071	82	HIKESHI;TRPA1;EIF2B4;EIF2B2;EIF2B1;HSPA6;HSBP1L1;FGF1;SOD1;TRPM2;DNAJA1;DHX36;IRAK1;HSPA1A;EIF2B5;DNAJA3;CHORDC1;TRPV4;CRYAB;EIF2S1;HSP90AA1;TPR;SUMO1;HSP90AB1;HSBP1;HSF1;STUB1;DNAJC2;PDCD6;PSIP1;HSPB2;DNAJB6;NOS3	Heat response	Exc	C9_FTD_Frontal_minus_Occipital_interaction	regional_interaction	28949	71	37	0.453440254563402	0.491452991452991		0.646041491111914		family_result				
small_GTPase	0.064040363146212	0.247513812154696	0.287805130535564	0.196784256083558	1.12977315897444	466	ADRA2A;COL1A2;RAP1B;KRIT1;WASF1;RHOU;RALBP1;ARF6;CDC42EP5;GRAP2;GDI2;RHOJ;TGM2;RALGPS2;RAB21;ITGAV;CUL3;SOS2;SHTN1;LRRK2;CD2AP;PTH;SH2D3A;DOCK1;RALA;SH3BP4;KANK1;FGD3;RAPGEF6;CDC42EP1;DOCK11;LRP4;NF1;G3BP1;RACGAP1;ALS2;CDKN2A;DENND4C;RASA2;PICALM;RTKN;TIAM1;BRAP;ARFGEF1;CDKL5;DOCK5;SIPA1L2;DENND4A;RASA3;ROCK1;ARHGAP32;NCKAP1;RAPGEF5;CTNNAL1;PLEKHG3;ARHGAP10;RRAGC;CELSR1;CYTH3;MYO6;ARHGAP12;RAB9B;GNA13;SCAI;SIPA1;DOCK4;NET1;RASGRF2;RALGAPA1;ROCK2;CSNK1A1;RELN;TRIO;ARHGAP15;SRGAP2;RTN4;TEK;WNK1;RALGAPB;KRAS;ARHGAP26;CCNA2;ARHGAP25;FAM13B;KBTBD6;WNT5A;FERMT2;PREX1;PLK2;MAPRE2;ARFGEF2;ARL3;RASGEF1C;RASGEF1B;F11R;CYTH1;PRAG1;FNTA;TNS3;ABCA1;ABI2;CHORDC1;FGD5;PPP1CB;ARHGAP5;RAB18;DOCK3;WAS;ARRB1;USP8;RB1;GNB1;FOXM1;FAM13A;RAB38;RHOF;RASGRP3;RAB35;ARHGEF12;RABIF;PPP1CC;CHM;RAB30;SIPA1L1;NOTCH2;FBXO8;NTN1	Small GTPase	Inh	C9_ALS_Frontal_minus_Occipital_interaction	regional_interaction	24471	70	37	0.404655588732688	0.247513812154696		0.120344306583486		family_result				
synapse_junction	0.10350322975357	0.247513812154696	0.287805130535564	0.191986810481499	1.09962441569427	457	CDH19;PAK2;EGFLAM;PDCD6IP;GJA4;MARVELD2;SLITRK2;PRICKLE1;RAP1B;SLK;NPHP1;SRPX2;PCDHB4;ARF6;PCDHB2;ACE2;CDH7;RAB29;SLITRK3;APC;CLASP2;CDH12;HTR4;DOCK1;WHAMM;MYCBP2;LRP4;LAMC1;STRN;PTEN;CLDN5;CUL5;PUM2;SETD5;ITGA2;UGT8;CDH5;CDH8;ADNP;WDR1;EFNB2;ROCK1;ARHGAP32;GABRA6;EPB41L3;NLGN4X;CDH2;PTPRJ;GJC1;PATJ;PCLO;SMAD7;GNA13;ABI3;FLRT3;DUSP3;DOCK4;PCDHB11;LIMCH1;GPM6B;PEAK1;RYK;CTNNA1;CDH9;ROCK2;CDH10;PDLIM5;RELN;NAE1;LRFN4;SLITRK5;DLG1;EPHB1;SRGAP2;RTN4;TEK;FBXO45;DUSP22;TLN2;PCDHB5;DST;VCL;NEGR1;ANKRD28;WNT5A;AFDN;FERMT2;MACF1;CDH1;CHD4;F11R;ARMCX5-GPRASP2;CBLN1;ABI2;LDB1;MEF2C;TSC1;GABRA2;TESK2;PARD6B;MPDZ;ACTN3	Synapse/junction	Inh	C9_ALS_Frontal_minus_Occipital_interaction	regional_interaction	24471	70	37	0.404655588732688	0.247513812154696		0.185775027762817		family_result				
axon_development	0.129916118927513	0.247513812154696	0.249246554383295	0.193337109506037	1.08258359646704	374	PAK2;LHX1;SLITRK2;PRICKLE1;SEMA6A;ENAH;SIN3A;FZD3;USP9X;SLITRK3;BCL11A;CLASP2;RAB21;SHTN1;ANOS1;AFG3L2;CAMSAP2;MYCBP2;SPG11;LRP4;ATL1;NEO1;S100B;PTEN;MGARP;NREP;PUM2;RUFY3;PICALM;EDNRA;TIAM1;KIF21A;CDKL5;SEMA3E;PALLD;DIP2B;MAG;NRDC;ADNP;EFNB2;KIF13B;ZDHHC17;CDH2;CELSR1;PTPRJ;EDN1;PAK1;FLRT3;GPM6B;KIF5C;RYK;FAT4;CTNNA1;KIAA0319;KIF5B;RELN;ZPR1;PAFAH1B1;TRIO;ITGA4;SLITRK5;EPHB1;RTN4;NOTCH3;TENM1;JAK2;ISLR2;SLC25A46;WNT5A;GLI2;MACF1;CDH1;PLP1;MAP1S;OLFM1;CDKL3;MAP3K13;METRN;DHFR;PARD6B;SEMA3C;GSK3B;SEMA3B;APOD;TENM2;JUP;NLGN3;SIPA1L1;NOTCH2;EFNB1;NTN1;OLIG2;PTN;PPP3CB;SOS1;EMB;SEMA4D;EPHA6;RAB10;CXCL12;PTPRM;EFNA4;B4GALT5;PAX2;DOCK7;GOLGA4;ACTB;CHN1;GDI1;EPHA7;PLXND1	Axon development	Inh	C9_ALS_Frontal_minus_Occipital_interaction	regional_interaction	24471	70	37	0.404655588732688	0.247513812154696		0.225941076395675		family_result				
protein_stabilization	0.163265306122449	0.247513812154696	0.252961123069611	0.215724737406255	1.13706156626704	213	RPAP3;NAA30;USP7;TYROBP;USP9X;CREBL2;ATM;PIK3R1;RAB21;CREB1;CSNK2A1;ZNF207;C10orf90;PTEN;CDKN2A;AAK1;LAMP2;GPIHBP1;EP300;NAA15;MTMR9;STK4;NLK;COG3;MORC3;TSPAN1;SMAD7;MCM8;PRKRA;PDCD10;CDK7;URI1;PPARGC1A;SAXO1;UBE2B;RTN4	Protein stabilization	Inh	C9_ALS_Frontal_minus_Occipital_interaction	regional_interaction	24471	70	37	0.404655588732688	0.247513812154696		0.272108843537415		family_result				
mitochondrial_energy	0.176795580110497	0.247513812154696	0.119348440591015	-0.274421344251067	-1.17477917586154	112	NDUFS7;NDUFS8;PPIF;MLXIPL;SIRT3;NDUFA7;DNAJC30;STOML2;NDUFB6;NDUFA2;NDUFS2;NDUFS6;NDUFA6;CCNB1;COX7A2L;COX8A;RHOA;CHCHD2;NDUFB3;PARK7;NDUFB7;ATP5F1C;NDUFV1;UQCRC1;ANTKMT;NDUFAB1;AK4;COX7A2;NDUFB9;NDUFB10;NDUFA3;NDUFA8;ISCU;ATP5PD;NDUFB8;SDHAF2;NDUFS3;SHMT2;NDUFA11;UQCC3;COX7A1	Mitochondrial energy	Inh	C9_ALS_Frontal_minus_Occipital_interaction	regional_interaction	24471	70	37	0.404655588732688	0.247513812154696		0.284577812874733		family_result				
protein_folding	0.326302729528536	0.380686517783292	0.0764767053228531	-0.229028840129709	-1.06167397190784	203	TOR1A;TBCB;PPIL1;DNAJB7;FKBP1B;MPDU1;CD74;GRN;PPIL2;PPIC;PPIF;P4HB;CDC37;DNLZ;ZMYND10;PEX19;PFDN4;PBDC1;RUVBL2;PTGES3L;FKBP1C;CHCHD4;PPIE;PDRG1;ATPAF2;LMAN2L;WDR83OS;CALR;TBCC;SDF2;BAG1;DNAJC4;NAA10;ENGASE;PPIB;FKBP1A;COX14;HSPA6;UNC45A;CRTAP;SNRNP70;PDIA5;DNAJC7;DNAJB12;ARL2;GRPEL1;TELO2;DNAJB2;MOGS;NUDCD3;NUDC;PDIA2;PFDN5;LTBP4;GFER;PFDN2;DNAJB11;BAG5;FKBP9;NUDCD2	Protein folding	Inh	C9_ALS_Frontal_minus_Occipital_interaction	regional_interaction	24471	70	37	0.404655588732688	0.380686517783292		0.475858147229115		family_result				
heat_response	0.951612903225806	0.951612903225806	0.0706196247122591	0.16326502084289	0.747146659811961	81	DHX36;ATM;HIKESHI;TPR;EP300;TRPA1;ATR;NOS1;PSIP1;HDAC2;HSPA2;DNAJC2;SUMO1;CHORDC1;GSK3B;BAG3;HSPA1B;HSP90AA1;TRPV4;IGF1;LYN	Heat response	Inh	C9_ALS_Frontal_minus_Occipital_interaction	regional_interaction	24471	70	37	0.404655588732688	0.951612903225806		0.997946115742419		family_result				
mitochondrial_energy	0.00360121253877175	0.0252084877714023	0.431707695803346	0.33194667967195	1.55611941029271	112	TEFM;ATPSCKMT;SDHD;COX6C;NDUFS4;ATP5ME;NDUFA10;UQCRC2;ABCD1;ACTN3;NDUFA12;NDUFA9;SDHA;COX6B2;NDUFA13;NDUFV2;NDUFB8;NDUFC2;UQCRFS1;ATP5F1E;NDUFV1;STOML2;COX7C;NDUFC1;NUPR1;SDHB;NDUFA1;UQCRH;ATP5PO;NDUFV3;NDUFA5;NDUFB2;ATP5PB;COX4I1;NDUFB9;ANTKMT;UQCRQ;NDUFS5;SNCA;COX6A1;NDUFB11;ATP5F1B;COX5B;SDHC;NDUFB6;NDUFAB1;NDUFAF1;ATP5MG;AK4;CCNB1;ATP7A;NDUFB5;SHMT2	Mitochondrial energy	Inh	C9_ALS_vs_C9_FTD_Frontal_minus_Occipital_interaction	regional_interaction	24471	70	37	0.404655588732688	0.0252084877714023		0.0092508212005146		family_result				
heat_response	0.0219601902178317	0.0768606657624108	0.352487857583619	0.311226011139387	1.35653658845903	81	NOS1;DHX36;GCLC;ATM;LYN;BAG3;HSPB2;HSPA1B;DNAJC2;DNAJB1;TPR;HSPA1A;HIKESHI;HSP90AA1;CRYAB;SUMO1;CLPB;CHORDC1	Heat response	Inh	C9_ALS_vs_C9_FTD_Frontal_minus_Occipital_interaction	regional_interaction	24471	70	37	0.404655588732688	0.0768606657624108		0.0465822216741884		family_result				
synapse_junction	0.0419753086419753	0.0979423868312757	0.245041785430996	-0.243719255764407	-1.22228464842604	457	PCDHB13;NRP1;FRMPD2;SEMA4A;ARHGAP4;CDH20;OCLN;ITGA6;PARD3;CCDC141;CLSTN2;RELN;OPHN1;CDH6;RHOA;AGT;SNAI2;GJA1;S100A10;CDHR3;PKP2;TESK2;CLDN6;IGLON5;PCDHB14;FGF13;DOCK10;DMTN;NTNG2;SLITRK4;APLNR;PTPRO;PCDHB16;DSCAM;SPOCK2;CNTN5;ASIC1;MARVELD3;NRXN1;ACE;GABRA1;AMIGO1;CDK5;DNER;DSG2;ACTN1;EPHA3;RAP2A;NECTIN1;UBE3B;LSAMP;LZTS1;CASKIN1;NLGN1;LAMA3;TAOK2;CSMD2;RHOG;ROBO2;C1QL2;RTN4R;DAPK3;PIP5K1A;SRC;VLDLR;RHOC;OXT;POF1B;PHLDB2;NRG3;TLR2;IGSF11;ZDHHC8;RHOD;HAPLN4;ARHGEF15;DOCK4;THBS2;LRRC4B;DUSP22;NRXN2;CBLN4;PLXND1;LIN7C;JUP;PCDHB6;ARL2;KIRREL3;EIF4G1;PLXNB2;SDK1;SH3BP1;EFNA5;GABRG2;UBE2M;DKK1;CC2D1A;CLSTN3;NUMBL;CDH10;ZDHHC12;MUSK;ASIC2;WNT4;LHFPL4;NTRK3;LRFN3;PRKCA;CYFIP2;GABRA5;IKBKB;NR1H4;FZD1;LRRTM2;AMIGO2;CAPZA1;SIGMAR1;LIN7A;CLDN18;GABRB3;SDC4;TBX5;TSPAN11;PCDHB3;FAM107A;PTPRS;ARHGAP6;CAMSAP3;FGFR1;LRRTM3;GRID2;RAC1;NRXN3;COL16A1;PRKACA;PLEC;CLDN9;SHANK2;KDR;RAC3;GABRB2;SLITRK5;SLC12A5;LRRTM1;THY1	Synapse/junction	Inh	C9_ALS_vs_C9_FTD_Frontal_minus_Occipital_interaction	regional_interaction	24471	70	37	0.404655588732688	0.0979423868312757		0.0810557684120903		family_result				
protein_stabilization	0.0933534089556431	0.163368465672375	0.287805130535564	0.231884949704501	1.19123628827854	213	RPAP3;SAXO1;GPIHBP1;PPARGC1A;ATM;HPS4;BAG3;MORC3;TNIP2;HYPK;PDCD10;CEP63;PPP1R10;HSPA1B;MCM8;PYHIN1;AAK1;C10orf90;NLK;DSP;CSNK2A1;RTN4;UBE2B;HSPA1A;PARVA;CDK7;IRGM;USP9X;ATP1B3;HSP90AA1;CRYAB;HERC2;SUMO1;COA8;COG3;ATP1B1;STK4;HSPD1;CHEK2;CREBL2;TYROBP;WDR81;RAB21;URI1;TSPAN1;POLR2E;CCT5;NAA30;LAMP2;USP19;PRKRA;PIK3R1;NAPG;GET1;TSC1;HIP1R;USP7;TMEM88;RASSF2;IGF1;CCT4;TTI2;TUBA1A;TAF9;CDC37L1;SMAD7;PTGES3	Protein stabilization	Inh	C9_ALS_vs_C9_FTD_Frontal_minus_Occipital_interaction	regional_interaction	24471	70	37	0.404655588732688	0.163368465672375		0.168638416177936		family_result				
axon_development	0.176844783715013	0.247582697201018	0.11378726182188	-0.226115830240459	-1.11702564063757	374	CSF1R;NRP1;STK11;NEUROD1;RGMA;SEMA4A;ARHGEF25;NOTCH1;ARHGAP4;PARD3;TNR;RELN;BSG;OPHN1;PLEKHG4;NTNG1;EFNB1;ECE1;FGF13;FEZ2;VIM;NTNG2;EPHA4;SLITRK4;PTPRO;DSCAM;CNTN5;UNC5B;NRXN1;TIAM2;FAT4;AMIGO1;CSPG5;SVBP;CDK5;BRSK2;DISC1;EPHA3;NFIB;ALCAM;NECTIN1;BHLHE22;ADGRB1;ISLR2;B4GALT6;DCC;APBB1;EFNA3;TAOK2;GRM7;KALRN;ROBO2;BAIAP2;GRN;RTN4R;MARK2;NMNAT2;COBL;DRAXIN;EPHA10;UNC5C;RAB8A;EPHA5;PLXND1;CNTN6;KLF7;PTCH1;MMP2;CDK5R1;JUP;NCAM1;NOVA2;PTPRH;SEMA4G;PLXNB2;EPHA8;MAP7D2;LIMK1;EFNA5;SEMA6B;ANAPC2;C9orf72;SEMA4F;FYN;NOTCH2;LGI1;SMO;KIFC2;NTRK1;VASH2;PRKCA;CYFIP2;LMO4;SEMA4B;AUTS2;SLC9A6;CELSR2;TRIM46;TENM4;DNM2;MAPK8IP3	Axon development	Inh	C9_ALS_vs_C9_FTD_Frontal_minus_Occipital_interaction	regional_interaction	24471	70	37	0.404655588732688	0.247582697201018		0.284577812874733		family_result				
small_GTPase	0.444306930693069	0.518358085808581	0.0610363728309177	-0.200525935143084	-1.00580441346798	466	NRP1;DOK1;RAP2B;ARHGEF25;RHOQ;NOTCH1;ARHGAP4;ARHGAP24;FGF10;RELN;RND1;OPHN1;ARHGAP19;PREX2;RHOA;SYNPO2;PLEKHG4;RIN2;ARHGAP18;VAV1;RRAS;DOCK10;RERG;ITGAV;SIPA1L2;TAX1BP3;STARD8;RASL12;ARHGAP28;TIAM2;RASSF1;CHN2;STARD13;PLEKHG5;DHCR24;RHOBTB1;ARHGAP45;PHACTR4;ARHGEF3;RAP2A;ERBB2;F2R;ARHGEF18;NUCB1;ARHGDIB;CGNL1;SNTA1;TGFB2;RHOG;KALRN;RTN4R;SWAP70;SPRY1;CADM4;FGD1;LZTR1;F2RL1;SRC;ARFIP2;ARHGDIA;GIT1;RHOC;ERAS;KANK2;GBF1;SGSM3;RHOD;ARHGEF15;RRAGC;DOCK4;RUNDC3A;ARHGAP39;PSD2;NGEF;FGD2;MMD2;PLCE1;CDKN2A;RAPGEFL1;ARHGAP31;CDC42EP4;DOK7;PIN1;ARHGAP1;PLK2;TNFAIP1;SPRY3;SH3BP1;LIMK1;RASA4B;RASIP1;TNK2;STMN3;DIRAS1;ARHGAP11B;NOTCH2;WNT4;MADD;RAB39B;NTRK1;RAB33B;CCDC88C;RHEBL1;RALGAPA2;AUTS2;USP50;KBTBD7;TNS3;GRB2;PLD2;HEG1;DENND3;ITGA3;FGF2;ARHGAP11A;ABL2;PSD;ADCYAP1R1	Small GTPase	Inh	C9_ALS_vs_C9_FTD_Frontal_minus_Occipital_interaction	regional_interaction	24471	70	37	0.404655588732688	0.518358085808581		0.600994882096905		family_result				
protein_folding	0.82036775106082	0.82036775106082	0.038875878582578	-0.183207240634891	-0.852052931187256	203	P4HB;CD74;PPIL1;TTC4;TBCB;DNAJB7;TOR1A;RUVBL2;TAPBP;PFDN4;CRTAP;PPIL2;ATPAF2;FKBP1B;LMAN2L;DNLZ;CALR3;FKBP8;TBCC;DNAJB2;PDRG1;PPIF;HSPA13;GRN;TXNDC5;ZMYND10;COX14;WDR83OS;SDHAF4;CALR;PBDC1;ARL2;DNAJC7;DNAJC5;PPIE;NUDCD3;PPIC;SDF2;PDIA5;PTGES3L;FKBP5;PPIB;CHCHD4;HSPB6;BAG5	Protein folding	Inh	C9_ALS_vs_C9_FTD_Frontal_minus_Occipital_interaction	regional_interaction	24471	70	37	0.404655588732688	0.82036775106082		0.937563144069509		family_result				
mitochondrial_energy	0.0000000721489762990513	0.000000505042834093359	0.704975715167238	-0.478130834260753	-2.18528164639815	112	TEFM;ATPSCKMT;SDHD;STOML2;NDUFV1;NDUFB8;NDUFA10;NDUFA12;COX6C;NDUFA13;NDUFB6;ANTKMT;DNAJC30;NDUFB9;NDUFS8;MLXIPL;SDHA;CCNB1;NDUFS6;SDHB;NDUFC2;NDUFAB1;UQCRC2;AK4;ABCD1;ATP5ME;ATP5PO;NDUFS7;UQCRFS1;NDUFV2;PARK7;NDUFV3;COX7A2;UQCRH;SHMT2;NDUFB2;COX5B;SNCA;COX4I1;ATP5F1E;ATP5MG;ACTN3;ISCU;CYC1;NDUFB7;COX7C;UQCRQ;COX7A2L;NDUFA9;ATP5PD;NDUFA8;NDUFA1;NDUFB10;CHCHD2;NDUFS3;NDUFA6;ATP5IF1;ATP5F1B;NDUFC1;NDUFA3;COX6A1;NDUFB5;NDUFB4;COX7B;UQCR10;COX5A;COX6B2;NDUFS2	Mitochondrial energy	Inh	C9_FTD_Frontal_minus_Occipital_interaction	regional_interaction	24471	70	37	0.404655588732688	0.000000505042834093359		0.000000673390445457812		family_result				
synapse_junction	0.0000221693162307648	0.0000734448170305434	0.575610261071129	0.291101191535968	1.53701073804205	457	RELN;PCDHB13;TESK2;NRP1;CLSTN2;SLITRK4;CCDC141;DOCK4;OCLN;CDH20;S100A10;FRMPD2;PCDHB14;LAMA3;DUSP22;AGT;CDH10;PTPRO;ITGA6;NTNG2;RHOC;CNTN5;RHOG;GJA1;DOCK10;RAP2A;GABRA1;OPHN1;ARF6;ROBO2;RHOA;PARD3;PLXND1;JUP;SLITRK5;PCDHB6;LIN7C;NLGN1;CDH8;PCDHB16;DNER;CDH6;ARHGAP4;PAK2;NRXN1;EPHA3;ANKRD28;ARHGEF15;DSCAM;PCDHB4;GABRG2;WNT4;ABI3;FERMT2;SPOCK2;EFNA5;STRN;AFDN;GJA4;SDK1;PCDHB2;CRKL;LRRC4B;FAM107A;SLITRK3;NRXN2;SEMA4D;RAP1B;SRC;LATS1;CRK;CBLN4;PATJ;CYFIP2;MEF2C;AMIGO1;SLK;LRFN3;LRRTM1;GRID2;IGLON5;SEMA4A;NRG3;CDHR3;LRRTM3;PUM2;SDK2;RTN4R;ROCK2;ARHGAP6;ASIC1;PLXNB1;GJC1;GABRB2;CSMD2;SHANK2;CLSTN1;THSD1;APLNR;PTPN13;EPHB1;VPS35;WDR1;LSAMP;PCDHB10;FGF13;HIPK1;CLDN5;GPM6B;LRFN4;CDH12;CLDN9;AMIGO2;UBE2M;PTPRS;PARD6B;LRRTM2;DSG2;PKP2;CDH24;SDC4;FSCN1;PTPRD;MAP4K4;SRPX2;TAOK2;RYK;ACTN1;RAB13;EPHA7;CLASP2;VSIG10;PTEN;ABI2;HAPLN4	Synapse/junction	Inh	C9_FTD_Frontal_minus_Occipital_interaction	regional_interaction	24471	70	37	0.404655588732688	0.0000734448170305434		0.000110846581153824		family_result				
